symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100km,horsepower-binned,fuel-type-diesel,fuel-type-gas,Car Size
1,119,plymouth,std,two,hatchback,fwd,front,93.7,0.755886592984142,0.886111111111111,0.849498327759197,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,37,41,5572,6.35135135135135,6.17073170731707,low,0,1,0.568993562645235
1,119,plymouth,turbo,two,hatchback,fwd,front,93.7,0.755886592984142,0.886111111111111,0.849498327759197,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7957,9.79166666666667,8.43333333333333,low,0,1,0.568993562645235
1,154,plymouth,std,four,hatchback,fwd,front,93.7,0.755886592984142,0.886111111111111,0.846153846153846,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229,7.58064516129032,6.65789473684211,low,0,1,0.566753430508837
1,154,plymouth,std,four,sedan,fwd,front,93.7,0.803940413262854,0.886111111111111,0.849498327759197,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692,7.58064516129032,6.65789473684211,low,0,1,0.605166071395727
1,154,plymouth,std,four,sedan,fwd,front,93.7,0.803940413262854,0.886111111111111,0.849498327759197,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,31,38,7609,7.58064516129032,6.65789473684211,low,0,1,0.605166071395727
-1,74,plymouth,std,four,wagon,fwd,front,103.3,0.839019702066314,0.897222222222222,1,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,24,30,8921,9.79166666666667,8.43333333333333,low,0,1,0.752787121576165
3,121,plymouth,turbo,two,hatchback,rwd,front,95.9,0.832292167227294,0.920833333333333,0.839464882943144,2818,ohc,four,156,spdi,3.59,3.86,7,145,5000,19,24,12764,12.3684210526316,10.5416666666667,medium,0,1,0.64336787636936
3,186,porsche,std,two,hatchback,rwd,front,94.5,0.811629024507448,0.948611111111111,0.839464882943144,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,19,27,22018,12.3684210526316,9.37037037037037,medium,0,1,0.64632106353765
3,121,porsche,std,two,hardtop,rwd,rear,89.5,0.811629024507448,0.902777777777778,0.862876254180602,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,32528,13.8235294117647,10.12,high,0,1,0.632247247351817
3,121,porsche,std,two,hardtop,rwd,rear,89.5,0.811629024507448,0.902777777777778,0.862876254180602,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,34028,13.8235294117647,10.12,high,0,1,0.632247247351817
3,121,porsche,std,two,convertible,rwd,rear,89.5,0.811629024507448,0.902777777777778,0.862876254180602,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,37028,13.8235294117647,10.12,high,0,1,0.632247247351817
0,121,renault,std,four,wagon,fwd,front,96.1,0.872176838058626,0.923611111111111,0.923076923076923,2579,ohc,four,132,mpfi,3.46,3.9,8.7,103.156950672646,5130.94170403588,23,31,9295,10.2173913043478,8.16129032258065,low,0,1,0.743586663216649
2,121,renault,std,two,hatchback,fwd,front,96.1,0.849591542527631,0.925,0.844481605351171,2460,ohc,four,132,mpfi,3.46,3.9,8.7,103.156950672646,5130.94170403588,23,31,9895,10.2173913043478,8.16129032258065,low,0,1,0.663654597497023
3,150,saab,std,two,hatchback,fwd,front,99.1,0.896684286400769,0.923611111111111,0.938127090301003,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250,21,28,11850,11.1904761904762,9.03571428571429,low,0,1,0.77694519534119
2,104,saab,std,four,sedan,fwd,front,99.1,0.896684286400769,0.923611111111111,0.938127090301003,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,12170,11.1904761904762,9.03571428571429,low,0,1,0.77694519534119
3,150,saab,std,two,hatchback,fwd,front,99.1,0.896684286400769,0.923611111111111,0.938127090301003,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,28,15040,11.1904761904762,9.03571428571429,low,0,1,0.77694519534119
2,104,saab,std,four,sedan,fwd,front,99.1,0.896684286400769,0.923611111111111,0.938127090301003,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,15510,11.1904761904762,9.03571428571429,low,0,1,0.77694519534119
3,150,saab,turbo,two,hatchback,fwd,front,99.1,0.896684286400769,0.923611111111111,0.938127090301003,2808,dohc,four,121,mpfi,3.54,3.07,9,160,5500,19,26,18150,12.3684210526316,9.73076923076923,medium,0,1,0.77694519534119
2,104,saab,turbo,four,sedan,fwd,front,99.1,0.896684286400769,0.923611111111111,0.938127090301003,2847,dohc,four,121,mpfi,3.54,3.07,9,160,5500,19,26,18620,12.3684210526316,9.73076923076923,medium,0,1,0.77694519534119
2,83,subaru,std,two,hatchback,fwd,front,93.7,0.753964440172994,0.880555555555556,0.897993311036789,2050,ohcf,four,97,2bbl,3.62,2.36,9,69,4900,31,36,5118,7.58064516129032,7.02777777777778,low,0,1,0.596184562830772
2,83,subaru,std,two,hatchback,fwd,front,93.7,0.758769822200865,0.883333333333333,0.897993311036789,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7053,9.03846153846154,8.16129032258065,low,0,1,0.601877032041773
2,83,subaru,std,two,hatchback,4wd,front,93.3,0.755886592984142,0.886111111111111,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7603,9.03846153846154,8.16129032258065,low,0,1,0.623876799987
0,102,subaru,std,four,sedan,fwd,front,97.2,0.826525708793849,0.908333333333333,0.877926421404682,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,32,37,7126,7.34375,6.83783783783784,low,0,1,0.659112788262654
0,102,subaru,std,four,sedan,fwd,front,97.2,0.826525708793849,0.908333333333333,0.877926421404682,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,7775,8.39285714285714,7.66666666666667,low,0,1,0.659112788262654
0,102,subaru,std,four,sedan,fwd,front,97.2,0.826525708793849,0.908333333333333,0.877926421404682,2340,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,26,32,9960,9.03846153846154,7.90625,low,0,1,0.659112788262654
0,102,subaru,std,four,sedan,4wd,front,97,0.826525708793849,0.908333333333333,0.908026755852843,2385,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,24,25,9233,9.79166666666667,10.12,low,0,1,0.681710941003087
0,102,subaru,turbo,four,sedan,4wd,front,97,0.826525708793849,0.908333333333333,0.908026755852843,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,29,11259,9.79166666666667,8.72413793103448,low,0,1,0.681710941003087
0,89,subaru,std,four,wagon,fwd,front,97,0.833733781835656,0.908333333333333,0.88628762541806,2290,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,28,32,7463,8.39285714285714,7.90625,low,0,1,0.671192873141665
0,89,subaru,std,four,wagon,fwd,front,97,0.833733781835656,0.908333333333333,0.88628762541806,2455,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,25,31,10198,9.4,8.16129032258065,low,0,1,0.671192873141665
0,85,subaru,std,four,wagon,4wd,front,96.9,0.834214320038443,0.908333333333333,0.918060200668896,2420,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,23,29,8013,10.2173913043478,8.72413793103448,low,0,1,0.695655227500285
0,85,subaru,turbo,four,wagon,4wd,front,96.9,0.834214320038443,0.908333333333333,0.918060200668896,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,23,11694,10.2173913043478,11,low,0,1,0.695655227500285
1,87,toyota,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.883333333333333,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9,62,4800,35,39,5348,6.71428571428571,6.48717948717949,low,0,1,0.613938380216612
1,87,toyota,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.883333333333333,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6338,7.58064516129032,6.65789473684211,low,0,1,0.613938380216612
1,74,toyota,std,four,hatchback,fwd,front,95.7,0.762614127823162,0.883333333333333,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6488,7.58064516129032,6.65789473684211,low,0,1,0.613938380216612
0,77,toyota,std,four,wagon,fwd,front,95.7,0.815473330129745,0.883333333333333,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,37,6918,7.58064516129032,6.83783783783784,low,0,1,0.711902762532163
0,81,toyota,std,four,wagon,4wd,front,95.7,0.815473330129745,0.883333333333333,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,7898,8.7037037037037,7.90625,low,0,1,0.711902762532163
0,91,toyota,std,four,wagon,4wd,front,95.7,0.815473330129745,0.883333333333333,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,8778,8.7037037037037,7.90625,low,0,1,0.711902762532163
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031234983,0.894444444444444,0.88628762541806,2081,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,6938,7.83333333333333,6.83783783783784,low,0,1,0.633502343137134
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.799135031234983,0.894444444444444,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,7198,7.83333333333333,6.83783783783784,low,0,1,0.631111768257371
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031234983,0.894444444444444,0.88628762541806,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,7898,6.91176470588235,7.02777777777778,low,1,0,0.633502343137134
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.799135031234983,0.894444444444444,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,47,7788,6.18421052631579,5.38297872340426,low,1,0,0.631111768257371
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031234983,0.894444444444444,0.88628762541806,2094,ohc,four,98,2bbl,3.19,3.03,9,70,4800,38,47,7738,6.18421052631579,5.38297872340426,low,0,1,0.633502343137134
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.799135031234983,0.894444444444444,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,8358,8.39285714285714,7.44117647058824,low,0,1,0.631111768257371
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031234983,0.894444444444444,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,9258,8.39285714285714,7.44117647058824,low,0,1,0.631111768257371
1,168,toyota,std,two,sedan,rwd,front,94.5,0.810667948101874,0.888888888888889,0.879598662207358,2169,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8058,8.10344827586207,7.44117647058824,low,0,1,0.633833282350926
1,168,toyota,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.888888888888889,0.879598662207358,2204,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8238,8.10344827586207,7.44117647058824,low,0,1,0.633833282350926
1,168,toyota,std,two,sedan,rwd,front,94.5,0.810667948101874,0.888888888888889,0.879598662207358,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298,9.03846153846154,8.72413793103448,low,0,1,0.633833282350926
1,168,toyota,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.888888888888889,0.879598662207358,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538,9.03846153846154,8.72413793103448,low,0,1,0.633833282350926
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.846708313310908,0.911111111111111,0.869565217391304,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449,9.79166666666667,8.43333333333333,low,0,1,0.670822045328449
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.846708313310908,0.911111111111111,0.869565217391304,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9639,9.79166666666667,8.43333333333333,low,0,1,0.670822045328449
2,134,toyota,std,two,hatchback,rwd,front,98.4,0.846708313310908,0.911111111111111,0.869565217391304,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989,9.79166666666667,8.43333333333333,low,0,1,0.670822045328449
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.846708313310908,0.911111111111111,0.869565217391304,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199,9.79166666666667,8.43333333333333,low,0,1,0.670822045328449
2,134,toyota,std,two,hatchback,rwd,front,98.4,0.846708313310908,0.911111111111111,0.869565217391304,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549,9.79166666666667,8.43333333333333,low,0,1,0.670822045328449
2,134,toyota,std,two,convertible,rwd,front,98.4,0.846708313310908,0.911111111111111,0.88628762541806,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,17669,9.79166666666667,8.43333333333333,low,0,1,0.683722469277073
-1,65,toyota,std,four,sedan,fwd,front,102.4,0.843825084094185,0.923611111111111,0.918060200668896,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948,8.10344827586207,7.44117647058824,low,0,1,0.715505111544328
-1,65,toyota,turbo,four,sedan,fwd,front,102.4,0.843825084094185,0.923611111111111,0.918060200668896,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,10698,7.83333333333333,7.66666666666667,low,1,0,0.715505111544328
-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.843825084094185,0.923611111111111,0.901337792642141,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988,8.7037037037037,7.90625,low,0,1,0.702472231552628
-1,65,toyota,std,four,sedan,fwd,front,102.4,0.843825084094185,0.923611111111111,0.918060200668896,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898,8.7037037037037,7.90625,low,0,1,0.715505111544328
-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.843825084094185,0.923611111111111,0.901337792642141,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248,8.7037037037037,7.90625,low,0,1,0.702472231552628
3,197,toyota,std,two,hatchback,rwd,front,102.9,0.881787602114368,0.940277777777778,0.869565217391304,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558,11.75,10.5416666666667,medium,0,1,0.720978510424429
3,197,toyota,std,two,hatchback,rwd,front,102.9,0.881787602114368,0.940277777777778,0.869565217391304,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998,12.3684210526316,10.5416666666667,medium,0,1,0.720978510424429
-1,90,toyota,std,four,sedan,rwd,front,104.5,0.902450744834214,0.923611111111111,0.904682274247492,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690,11.75,10.5416666666667,medium,0,1,0.754064920604053
-1,121,toyota,std,four,wagon,rwd,front,104.5,0.902450744834214,0.923611111111111,0.904682274247492,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750,12.3684210526316,10.5416666666667,medium,0,1,0.754064920604053
2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.825084094185488,0.909722222222222,0.931438127090301,2261,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7775,6.35135135135135,5.5,low,1,0,0.6991349765472
2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.825084094185488,0.909722222222222,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,7975,8.7037037037037,7.44117647058824,low,0,1,0.6991349765472
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094185488,0.909722222222222,0.931438127090301,2264,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7995,6.35135135135135,5.5,low,1,0,0.6991349765472
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094185488,0.909722222222222,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8195,8.7037037037037,7.44117647058824,low,0,1,0.6991349765472
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094185488,0.909722222222222,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8495,8.7037037037037,7.44117647058824,low,0,1,0.6991349765472
2,94,volkswagen,turbo,four,sedan,fwd,front,97.3,0.825084094185488,0.909722222222222,0.931438127090301,2319,ohc,four,97,idi,3.01,3.4,23,68,4500,37,42,9495,6.35135135135135,6.02380952380952,low,1,0,0.6991349765472
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.825084094185488,0.909722222222222,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.4,10,100,5500,26,32,9995,9.03846153846154,7.90625,low,0,1,0.6991349765472
3,121,volkswagen,std,two,convertible,fwd,front,94.5,0.765497357039885,0.891666666666667,0.929765886287625,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595,9.79166666666667,8.72413793103448,low,0,1,0.634628884685296
3,256,volkswagen,std,two,hatchback,fwd,front,94.5,0.79625180201826,0.888888888888889,0.859531772575251,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980,9.79166666666667,8.72413793103448,low,0,1,0.608358864715549
0,121,volkswagen,std,four,sedan,fwd,front,100.4,0.865929841422393,0.929166666666667,0.921404682274248,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295,12.3684210526316,10.5416666666667,low,0,1,0.741355890503719
0,121,volkswagen,turbo,four,sedan,fwd,front,100.4,0.865929841422393,0.929166666666667,0.921404682274248,2579,ohc,four,97,idi,3.01,3.4,23,68,4500,33,38,13845,7.12121212121212,6.65789473684211,low,1,0,0.741355890503719
0,121,volkswagen,std,four,wagon,fwd,front,100.4,0.87986544930322,0.929166666666667,0.921404682274248,2563,ohc,four,109,mpfi,3.19,3.4,9,88,5500,25,31,12290,9.4,8.16129032258065,low,0,1,0.753286701172202
-2,103,volvo,std,four,sedan,rwd,front,104.3,0.907256126862086,0.933333333333333,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940,10.2173913043478,9.03571428571429,low,0,1,0.795796121087056
-1,74,volvo,std,four,wagon,rwd,front,104.3,0.907256126862086,0.933333333333333,0.961538461538462,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415,10.2173913043478,9.03571428571429,low,0,1,0.814204216414692
-2,103,volvo,std,four,sedan,rwd,front,104.3,0.907256126862086,0.933333333333333,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985,9.79166666666667,9.03571428571429,low,0,1,0.795796121087056
-1,74,volvo,std,four,wagon,rwd,front,104.3,0.907256126862086,0.933333333333333,0.961538461538462,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515,9.79166666666667,9.03571428571429,low,0,1,0.814204216414692
-2,103,volvo,turbo,four,sedan,rwd,front,104.3,0.907256126862086,0.933333333333333,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420,13.8235294117647,11.5,medium,0,1,0.795796121087056
-1,74,volvo,turbo,four,wagon,rwd,front,104.3,0.907256126862086,0.933333333333333,0.961538461538462,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950,13.8235294117647,11.5,medium,0,1,0.814204216414692
-1,95,volvo,std,four,sedan,rwd,front,109.1,0.907256126862086,0.956944444444444,0.92809364548495,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845,10.2173913043478,9.03571428571429,low,0,1,0.80576506556909
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.907256126862086,0.955555555555555,0.92809364548495,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045,12.3684210526316,10.12,medium,0,1,0.80459559522719
-1,95,volvo,std,four,sedan,rwd,front,109.1,0.907256126862086,0.956944444444444,0.92809364548495,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485,13.0555555555556,11,medium,0,1,0.80576506556909
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.907256126862086,0.956944444444444,0.92809364548495,3217,ohc,six,145,idi,3.01,3.4,23,106,4800,26,27,22470,9.03846153846154,9.37037037037037,low,1,0,0.80576506556909
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.907256126862086,0.956944444444444,0.92809364548495,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625,12.3684210526316,10.12,low,0,1,0.80576506556909
2,160,cadillac,std,two,convertible,rwd,front,96.6,0.765497357039885,0.891666666666667,0.849498327759197,2800,dohc,four,130,mpfi,3.52,2.64,9,90,5500,30,34,9250,7.83333333333333,7.44117647058824,low,0,1,0.579840779532608
1,104,ford,std,four,sedan,fwd,front,105.8,0.90821720326766,0.929166666666667,0.921404682274248,2524,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,10345,10.2173913043478,9.03571428571429,low,0,1,0.777559729773601
0,121,ford,std,two,hatchback,fwd,front,98.4,0.844305622296973,1,0.908026755852843,2155,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,8238,10.2173913043478,9.03571428571429,low,0,1,0.766652095162636
1,104,ford,std,four,wagon,fwd,front,98.4,0.844305622296973,1,0.908026755852843,2425,ohc,four,122,mpfi,3.31,3.54,8.7,88,5000,25,30,8921,9.4,8.43333333333333,low,0,1,0.766652095162636
0,121,chrysler,std,four,sedan,fwd,front,105.8,0.90821720326766,0.929166666666667,0.921404682274248,2524,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,10345,10.2173913043478,9.03571428571429,low,0,1,0.777559729773601
-1,121,chrysler,std,two,hatchback,fwd,front,98.4,0.844305622296973,1,0.908026755852843,2155,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,8238,10.2173913043478,9.03571428571429,low,0,1,0.766652095162636
1,104,chrysler,std,four,wagon,fwd,front,98.4,0.844305622296973,1,0.908026755852843,2425,ohc,four,122,mpfi,3.31,3.54,8.7,88,5000,25,30,8921,9.4,8.43333333333333,low,0,1,0.766652095162636
0,121,gmc,std,four,sedan,fwd,front,105.8,0.90821720326766,0.929166666666667,0.921404682274248,2524,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,10345,10.2173913043478,9.03571428571429,low,0,1,0.777559729773601
-1,121,gmc,std,two,hatchback,fwd,front,98.4,0.844305622296973,1,0.908026755852843,2155,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,8238,10.2173913043478,9.03571428571429,low,0,1,0.766652095162636
0,121,kia,std,four,sedan,fwd,front,100.4,0.865929841422393,0.929166666666667,0.921404682274248,2823,ohc,four,122,mpfi,3.31,3.54,8.7,88,5000,25,31,7975,9.4,8.16129032258065,low,0,1,0.741355890503719
1,121,kia,std,four,wagon,fwd,front,102.4,0.902450744834214,0.923611111111111,0.92809364548495,2935,ohc,four,122,mpfi,3.31,3.54,9,88,5000,24,29,8189,9.79166666666667,8.72413793103448,low,0,1,0.773578615407116
2,102,kia,std,two,hatchback,rwd,front,95.3,0.812109562710235,0.9125,0.82943143812709,2380,ohc,four,122,mpfi,3.31,3.54,9,88,5000,26,31,9295,9.03846153846154,8.16129032258065,low,0,1,0.614650147295406
2,160,cadillac,std,two,convertible,rwd,front,96.6,0.765497357039885,0.891666666666667,0.849498327759197,2800,dohc,four,130,mpfi,3.52,2.64,9,90,5500,30,34,9250,7.83333333333333,7.44117647058824,low,0,1,0.579840779532608
1,104,ford,std,four,sedan,fwd,front,105.8,0.90821720326766,0.929166666666667,0.921404682274248,2524,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,10345,10.2173913043478,9.03571428571429,low,0,1,0.777559729773601
0,121,ford,std,two,hatchback,fwd,front,98.4,0.844305622296973,1,0.908026755852843,2155,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,8238,10.2173913043478,9.03571428571429,low,0,1,0.766652095162636
1,104,ford,std,four,wagon,fwd,front,98.4,0.844305622296973,1,0.908026755852843,2425,ohc,four,122,mpfi,3.31,3.54,8.7,88,5000,25,30,8921,9.4,8.43333333333333,low,0,1,0.766652095162636
0,121,chrysler,std,four,sedan,fwd,front,105.8,0.90821720326766,0.929166666666667,0.921404682274248,2524,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,10345,10.2173913043478,9.03571428571429,low,0,1,0.777559729773601
-1,121,chrysler,std,two,hatchback,fwd,front,98.4,0.844305622296973,1,0.908026755852843,2155,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,8238,10.2173913043478,9.03571428571429,low,0,1,0.766652095162636
1,104,chrysler,std,four,wagon,fwd,front,98.4,0.844305622296973,1,0.908026755852843,2425,ohc,four,122,mpfi,3.31,3.54,8.7,88,5000,25,30,8921,9.4,8.43333333333333,low,0,1,0.766652095162636
0,121,gmc,std,four,sedan,fwd,front,105.8,0.90821720326766,0.929166666666667,0.921404682274248,2524,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,10345,10.2173913043478,9.03571428571429,low,0,1,0.777559729773601
-1,121,gmc,std,two,hatchback,fwd,front,98.4,0.844305622296973,1,0.908026755852843,2155,ohc,four,140,mpfi,3,3.11,8.5,114,5400,23,28,8238,10.2173913043478,9.03571428571429,low,0,1,0.766652095162636
0,121,kia,std,four,sedan,fwd,front,100.4,0.865929841422393,0.929166666666667,0.921404682274248,2823,ohc,four,122,mpfi,3.31,3.54,8.7,88,5000,25,31,7975,9.4,8.16129032258065,low,0,1,0.741355890503719
1,121,kia,std,four,wagon,fwd,front,102.4,0.902450744834214,0.923611111111111,0.92809364548495,2935,ohc,four,122,mpfi,3.31,3.54,9,88,5000,24,29,8189,9.79166666666667,8.72413793103448,low,0,1,0.773578615407116
2,102,kia,std,two,hatchback,rwd,front,95.3,0.812109562710235,0.9125,0.82943143812709,2380,ohc,four,122,mpfi,3.31,3.54,9,88,5000,26,31,9295,9.03846153846154,8.16129032258065,low,0,1,0.614650147295406
